,words,polarity_score,count_up,count_down,total
1179,진료/NNG,1.487387147833405,29.0,27.0,56.0
1180,대답/NNG,1.8883755325157652,15.0,11.0,26.0
1181,방역/NNG,4.673729442976518,54.0,16.0,70.0
1182,세계/NNG;교역/NNG;신장/NNG,1.3848087238448945,12.0,12.0,24.0
1183,일민/NNG,1.5758168236855696,33.0,29.0,62.0
1184,채권/NNG;금리/NNG;하락/NNG;압력/NNG,2.0772130857673416,12.0,8.0,20.0
1185,환율효과/NNG,1.5386763598276605,10.0,9.0,19.0
1186,위험자산/NNG;상승/NNG,1.7310109048061182,15.0,12.0,27.0
1187,진심/NNG,1.9782981769212775,10.0,7.0,17.0
1188,중국a주/NNG,6.231639257302025,18.0,4.0,22.0
1189,잉여/NNG,1.5623483038250094,44.0,39.0,83.0
1190,fed/NNG;완화/NNG,1.3848087238448945,23.0,23.0,46.0
1191,부동산펀드/NNG,1.62918673393517,20.0,17.0,37.0
1192,국채선물/NNG;순매도/NNG;전환/NNG;수급/NNG;부담/NNG,4.431387916303662,16.0,5.0,21.0
1193,주택/NNG;지표/NNG;부진/NNG,1.9782981769212775,10.0,7.0,17.0
1194,끈적/NNG,1.7106460706319286,21.0,17.0,38.0
1195,부실채권/NNG,1.3466947222711818,212.0,218.0,430.0
1196,예상/NNG;웃돌/VV,1.3848087238448945,55.0,55.0,110.0
1197,대회/NNG,1.3848087238448945,30.0,30.0,60.0
1198,외환위기/NNG,1.3466947222711818,106.0,109.0,215.0
1199,발행재개/NNG,1.3848087238448945,14.0,14.0,28.0
1200,후강퉁/NNG,1.5002094508319692,13.0,12.0,25.0
1201,일반회계/NNG,2.0772130857673416,12.0,8.0,20.0
1202,금융지주사/NNG,2.130474959761376,20.0,13.0,33.0
1203,매달/NNG,2.53881599371564,11.0,6.0,17.0
1204,글로벌/NNG;교역/NNG;감소/NNG,1.90411199528673,11.0,8.0,19.0
1205,야당/NNG,1.4142727392458496,48.0,47.0,95.0
1206,활성/NNG,2.0002792677759587,13.0,9.0,22.0
1207,저유가/NNG,1.5848366506224902,103.0,90.0,193.0
1208,유통량/NNG,4.500628352495907,13.0,4.0,17.0
1209,기초/NNG,1.4063342480497372,392.0,386.0,778.0
1210,반년/NNG,1.817561450046424,21.0,16.0,37.0
1211,링크/NNG,1.3294163748910983,24.0,25.0,49.0
1212,귀환/NNG,1.90411199528673,11.0,8.0,19.0
1213,수익성/NNG;하락/NNG,1.62918673393517,20.0,17.0,37.0
1214,펼쳐질/VV,1.3848087238448945,9.0,9.0,18.0
1215,국무총리/NNG,2.0002792677759587,13.0,9.0,22.0
1216,영업이익/NNG;감소/NNG,1.63659212818033,13.0,11.0,24.0
1217,기울일/VV,1.5526643267351847,37.0,33.0,70.0
1218,만기금액/NNG,1.455504664701841,350.0,333.0,683.0
1219,대보/NNG,3.3235409372277465,12.0,5.0,17.0
1220,우발채무/NNG,1.3271083603513572,69.0,72.0,141.0
1221,확립/NNG,1.8793832680752136,19.0,14.0,33.0
1222,아제/NNG,1.4325607488050631,90.0,87.0,177.0
1223,신용/NNG;하락/NNG,1.3848087238448945,9.0,9.0,18.0
1224,구성비중/NNG,3.231220355638087,21.0,9.0,30.0
1225,정유/NNG,1.740367720507773,279.0,222.0,501.0
1226,급여/NNG,1.552964068883203,157.0,140.0,297.0
1227,기대/NNG;약화/NNG,1.673310541312581,29.0,24.0,53.0
1228,종류별/NNG,2.19479118496172,84.0,53.0,137.0
1229,총계/NNG,2.1865400902814125,30.0,19.0,49.0
1230,관세청/NNG,1.9489900557817037,38.0,27.0,65.0
1231,베팅/NNG,2.3015130903337684,944.0,568.0,1512.0
1232,신호탄/NNG,1.8109037157971697,17.0,13.0,30.0
1233,미침/VV,2.0002792677759587,13.0,9.0,22.0
1234,행정리/NNG,6.462440711276174,14.0,3.0,17.0
1235,정확도/NNG,1.3848087238448945,9.0,9.0,18.0
1236,입안자/NNG,3.363106900766172,17.0,7.0,24.0
1237,금리/NNG;인하/NNG;기대/NNG;살/VV,2.769617447689789,12.0,6.0,18.0
1238,석실/NNG,1.9618123587802672,34.0,24.0,58.0
1239,빈곤/NNG,4.616029079482982,20.0,6.0,26.0
1240,외화자산/NNG,4.846830533457131,14.0,4.0,18.0
1241,매수주체/NNG,1.318865451280852,40.0,42.0,82.0
1242,증권/NNG,1.3286045366313477,4255.0,4435.0,8690.0
1243,발판/NNG,1.4576933935209415,20.0,19.0,39.0
1244,하향/NNG;상향/NNG,1.5386763598276605,10.0,9.0,19.0
1245,환금성/NNG,1.6925439958104267,11.0,9.0,20.0
1246,기습/NNG,2.461882175724257,16.0,9.0,25.0
1247,투자/NNG;둔화/NNG,1.523289596229384,11.0,10.0,21.0
1248,경제장관회의/NNG,3.877464426765704,14.0,5.0,19.0
1249,자산/NNG;가격/NNG;하락/NNG,1.6617704686138732,12.0,10.0,22.0
1250,사업비율/NNG,4.480263518321718,55.0,17.0,72.0
1251,샐러드/NNG,1.3848087238448947,11.0,11.0,22.0
1252,신용등급/NNG;하락/NNG,1.4243746873833198,36.0,35.0,71.0
1253,부도/NNG,1.5654359486942286,156.0,138.0,294.0
1254,신계약비/NNG,11.078469790759156,16.0,2.0,18.0
1255,트렌드분석/NNG,16.617704686138733,24.0,2.0,26.0
1256,fed/NNG;자산/NNG;매입/NNG;축소/NNG,1.3848087238448945,13.0,13.0,26.0
1257,인구구조/NNG,1.303349387148136,48.0,51.0,99.0
1258,한계기업/NNG,1.8535132149923972,87.0,65.0,152.0
1259,미/NNG;금리/NNG;급등/NNG,2.769617447689789,24.0,12.0,36.0
1260,제이차/NNG,2.423415266728565,63.0,36.0,99.0
1261,정책/NNG;강화/NNG,1.4913324718329632,14.0,13.0,27.0
1262,g7/NNG,1.3008809223997493,62.0,66.0,128.0
1263,상고하저/NNG,2.769617447689789,32.0,16.0,48.0
1264,판로/NNG,2.596516357209177,15.0,8.0,23.0
1265,재정승수/NNG,2.343522455737514,22.0,13.0,35.0
1266,이메일/NNG,3.1652770830740447,176.0,77.0,253.0
1267,연금보험/NNG,2.215693958151831,16.0,10.0,26.0
1268,다행히/MAG,1.4402010727986905,26.0,25.0,51.0
1269,상하방/NNG;위험/NNG,1.3848087238448945,13.0,13.0,26.0
1270,하단/NNG,1.3826036144120204,627.0,628.0,1255.0
1271,녹색산업/NNG,4.846830533457131,14.0,4.0,18.0
1272,말미암/VV,1.731010904806118,10.0,8.0,18.0
1273,적절/NNG,1.4218781734315649,537.0,523.0,1060.0
1274,우려/NNG;아니/VCN,1.3848087238448945,9.0,9.0,18.0
1275,보정/NNG,4.431387916303662,32.0,10.0,42.0
1276,여천/NNG,1.3049159128538428,49.0,52.0,101.0
1277,영업외수익/NNG,4.550085806918939,23.0,7.0,30.0
1278,에너지산업/NNG,1.4913324718329632,14.0,13.0,27.0
1279,처해/VV,1.3848087238448947,11.0,11.0,22.0
1280,물가/NNG;압력/NNG,1.5579098143255063,27.0,24.0,51.0
1281,막판/NNG,1.3085807206974691,103.0,109.0,212.0
1282,중위수/NNG,6.231639257302025,18.0,4.0,22.0
1283,휴장/NNG,1.3245996488951166,88.0,92.0,180.0
1284,유익/NNG,2.4234152667285653,14.0,8.0,22.0
1285,에너지기업/NNG,1.5552467206258047,73.0,65.0,138.0
1286,앞서간/VV,1.7624838303480477,14.0,11.0,25.0
1287,외부/NNG;압력/NNG,1.6975074679389026,38.0,31.0,69.0
1288,부동산/NNG;안정/NNG,1.523289596229384,11.0,10.0,21.0
1289,집세/NNG,1.5386763598276605,30.0,27.0,57.0
1290,돌아온/VV,1.3848087238448945,15.0,15.0,30.0
1291,절대/MAG;금리/NNG;매력/NNG;높/VA,2.1401589368512006,17.0,11.0,28.0
1292,탄핵안/NNG,1.8883755325157652,15.0,11.0,26.0
1293,각오/NNG,3.1652770830740447,16.0,7.0,23.0
1294,수도/NNG,1.3092737025442638,52.0,55.0,107.0
1295,오해/NNG,2.1136554206053653,29.0,19.0,48.0
1296,체력/NNG,1.5978562198210322,45.0,39.0,84.0
1297,안정성/NNG;높/VA,1.3848087238448945,21.0,21.0,42.0
1298,경제/NNG;지표/NNG;양호/NNG,1.7624838303480477,14.0,11.0,25.0
1299,장병/NNG,1.8464116317931925,12.0,9.0,21.0
1300,소비/NNG;진작/NNG,1.3848087238448945,13.0,13.0,26.0
1301,매출/NNG;확대/NNG,1.7624838303480477,14.0,11.0,25.0
1302,모여/VV,1.8883755325157652,15.0,11.0,26.0
1303,토빈세/NNG,3.738983554381215,54.0,20.0,74.0
1304,한미fta/NNG,1.6925439958104267,22.0,18.0,40.0
1305,계속기업/NNG,1.3848087238448947,11.0,11.0,22.0
1306,허리/NNG,4.846830533457131,14.0,4.0,18.0
1307,주리/NNG,3.472056655437199,173.0,69.0,242.0
1308,정치/NNG;위험/NNG;확대/NNG,1.8002513409983627,13.0,10.0,23.0
1309,연정/NNG,2.3643075772961613,140.0,82.0,222.0
1310,공급/NNG;증가/NNG,1.4617425418362773,19.0,18.0,37.0
1311,상향/NNG;안정/NNG,1.4771293054345545,16.0,15.0,31.0
1312,공기/NNG,2.0772130857673416,15.0,10.0,25.0
1313,보간법/NNG,1.3401374746886074,30.0,31.0,61.0
1314,말잔/NNG,2.868532356535853,29.0,14.0,43.0
1315,불어넣/VV,1.4913324718329632,14.0,13.0,27.0
1316,와중/NNG,1.416281649386824,45.0,44.0,89.0
1317,허리케인/NNG,2.324500357882501,47.0,28.0,75.0
1318,해운/NNG,1.4219491877028034,268.0,261.0,529.0
1319,농업/NNG,2.335167651973743,86.0,51.0,137.0
1320,구두/NNG,1.3518370875628731,41.0,42.0,83.0
1321,중위값/NNG,1.573646277096471,25.0,22.0,47.0
1322,포천/NNG,1.795122419798937,35.0,27.0,62.0
1323,적자전환/NNG,2.8388578838820333,41.0,20.0,61.0
1324,청라/NNG,5.885437076340801,17.0,4.0,21.0
1325,내수/NNG;개선/NNG,2.30801453974149,15.0,9.0,24.0
1326,현저/NNG,1.90411199528673,33.0,24.0,57.0
1327,경쟁심/NNG,1.795122419798937,35.0,27.0,62.0
1328,지속성/NNG,1.8134399955111715,110.0,84.0,194.0
1329,월물간/NNG,3.3850879916208534,22.0,9.0,31.0
1330,디플레이션갭/NNG;축소/NNG,1.5107004260126122,12.0,11.0,23.0
1331,인구증가/NNG,1.3848087238448945,9.0,9.0,18.0
1332,단기/NNG;금리/NNG;급등/NNG,1.3848087238448945,14.0,14.0,28.0
1333,첨언/NNG,2.4508125616247773,246.0,139.0,385.0
1334,투자/NNG;수요/NNG;많/VA,1.731010904806118,10.0,8.0,18.0
1335,내수/NNG;부양/NNG,2.1401589368512006,17.0,11.0,28.0
1336,높/VA;상승/NNG,2.0772130857673416,21.0,14.0,35.0
1337,똑같/VA,1.5107004260126122,12.0,11.0,23.0
1338,기간프리미엄/NNG,2.6947629220765514,72.0,37.0,109.0
1339,분양/NNG,1.303614727007083,289.0,307.0,596.0
1340,관성/NNG,1.8109037157971697,17.0,13.0,30.0
1341,신흥국/NNG;성장/NNG,1.523289596229384,11.0,10.0,21.0
1342,정치/NNG;불안/NNG,1.5166952689729798,23.0,21.0,44.0
1343,질의응답/NNG,1.731010904806118,10.0,8.0,18.0
1344,북한리스크/NNG,1.78046835922915,90.0,70.0,160.0
1345,합산비율/NNG,9.347458885953037,27.0,4.0,31.0
1346,경기/NNG;불확실성/NNG,1.5232895962293842,33.0,30.0,63.0
1347,사회안전망/NNG,1.8464116317931925,12.0,9.0,21.0
1348,이성/NNG,3.4620218096122364,15.0,6.0,21.0
1349,글로벌/NNG;불확실성/NNG,1.4913324718329632,14.0,13.0,27.0
1350,소비/NNG;완만/NNG;증가/NNG,2.769617447689789,12.0,6.0,18.0
1351,투자대상/NNG,1.5107004260126122,60.0,55.0,115.0
1352,가점/NNG,1.5107004260126122,12.0,11.0,23.0
1353,동조성/NNG,4.154426171534683,15.0,5.0,20.0
1354,곳곳/NNG,1.7310109048061182,30.0,24.0,54.0
1355,공백/NNG,1.5610571068796992,124.0,110.0,234.0
1356,합의문/NNG,1.3848087238448945,10.0,10.0,20.0
1357,단기물/NNG;금리/NNG;스프레드/NNG;부담/NNG,8.308852343069367,24.0,4.0,28.0
1358,증권신고서/NNG,1.4507519964089373,22.0,21.0,43.0
1359,채국/NNG,3.531262245804481,51.0,20.0,71.0
1360,증발/NNG,1.90411199528673,22.0,16.0,38.0
1361,국채/NNG;발행/NNG;성공/NNG,2.3739578123055334,12.0,7.0,19.0
1362,식순/NNG,3.231220355638087,14.0,6.0,20.0
1363,청구자/NNG,2.176127994613406,11.0,7.0,18.0
1364,이체/NNG,1.8793832680752136,19.0,14.0,33.0
1365,무겁/VA,1.7624838303480477,28.0,22.0,50.0
1366,연안/NNG,2.967447265381917,15.0,7.0,22.0
1367,트론/NNG,1.3440790554965154,33.0,34.0,67.0
1368,심층/NNG,1.7540910502035332,19.0,15.0,34.0
1369,유동부채/NNG,12.63637960508466,73.0,8.0,81.0
1370,회사채/NNG;신용스프레드/NNG;확대/NNG,1.5386763598276605,10.0,9.0,19.0
1371,다각화/NNG,1.5232895962293838,55.0,50.0,105.0
1372,불안/NNG;크/VV,1.3848087238448945,17.0,17.0,34.0
1373,임계점/NNG,2.176127994613406,11.0,7.0,18.0
1374,뱅크론/NNG,1.4402010727986905,26.0,25.0,51.0
1375,장세/NNG,1.5069977288900325,407.0,374.0,781.0
1376,중국인/NNG,1.523289596229384,22.0,20.0,42.0
1377,보수당/NNG,1.6617704686138732,24.0,20.0,44.0
1378,재무/NNG;부담/NNG;완화/NNG,1.731010904806118,10.0,8.0,18.0
1379,순환변동/NNG,1.7310109048061175,25.0,20.0,45.0
1380,오프/NNG,13.848087238448944,20.0,2.0,22.0
1381,실업보험/NNG,1.3848087238448945,13.0,13.0,26.0
1382,베버리지곡선/NNG,1.9782981769212775,10.0,7.0,17.0
1383,할인채/NNG,5.539234895379577,28.0,7.0,35.0
1384,삼양/NNG,1.603462732873036,22.0,19.0,41.0
1385,제로/NNG,1.6156101778190437,28.0,24.0,52.0
1386,경기/NNG;불확실성/NNG;증가/NNG,5.193032714418354,15.0,4.0,19.0
1387,거래세/NNG,2.0471085482924525,68.0,46.0,114.0
1388,대외/NNG,1.3036902211928922,1125.0,1195.0,2320.0
1389,주주환원정책/NNG,1.3078749058535113,34.0,36.0,70.0
1390,억압/NNG,2.769617447689789,14.0,7.0,21.0
1391,전순/NNG,11.770874152681602,17.0,2.0,19.0
1392,부국/NNG,7.47796710876243,27.0,5.0,32.0
1393,설명력/NNG,2.4500462037255826,23.0,13.0,36.0
1394,실증/NNG,2.176127994613406,22.0,14.0,36.0
1395,순포지션/NNG,14.655892327358467,127.0,12.0,139.0
1396,소지/NNG,1.3848087238448945,80.0,80.0,160.0
1397,이루어져/VV,2.0002792677759587,13.0,9.0,22.0
1398,수익구조/NNG,2.1926138127544164,38.0,24.0,62.0
1399,악성/NNG,1.5107004260126122,12.0,11.0,23.0
1400,국민은행채/NNG,14.540491600371393,21.0,2.0,23.0
1401,당정/NNG,1.3848087238448945,21.0,21.0,42.0
1402,순환매/NNG,1.5925300324216285,23.0,20.0,43.0
1403,재반/NNG,1.731010904806118,10.0,8.0,18.0
1404,취합/NNG,1.9782981769212775,20.0,14.0,34.0
1405,사금융/NNG,6.132724348455961,31.0,7.0,38.0
1406,통화정책/NNG;금리/NNG;인상/NNG,1.3848087238448945,9.0,9.0,18.0
1407,다분/NNG,3.0004189016639384,13.0,6.0,19.0
1408,잔존/NNG,1.3886027203485791,366.0,365.0,731.0
1409,교차/NNG,1.3848087238448945,20.0,20.0,40.0
1410,정립/NNG,1.3848087238448945,13.0,13.0,26.0
1411,유동비율/NNG,6.093158384917537,66.0,15.0,81.0
1412,파산/NNG,1.403029891263906,154.0,152.0,306.0
1413,개요/NNG,1.3848087238448945,41.0,41.0,82.0
1414,차종/NNG,1.3848087238448945,14.0,14.0,28.0
1415,저항/NNG,1.669358461621243,88.0,73.0,161.0
1416,금리/NNG;스프레드/NNG;확대/NNG,1.6156101778190437,14.0,12.0,26.0
1417,전망/NNG;인상/NNG,1.6925439958104267,11.0,9.0,20.0
1418,명회/NNG,1.3848087238448945,12.0,12.0,24.0
1419,금리/NNG;고점/NNG,1.6925439958104265,33.0,27.0,60.0
1420,위험/NNG;경계/NNG,1.3848087238448945,12.0,12.0,24.0
1421,마침/MAG,2.0772130857673416,15.0,10.0,25.0
1422,중후반/NNG,1.3848087238448945,63.0,63.0,126.0
1423,포격/NNG,2.571787629997661,13.0,7.0,20.0
1424,외환/NNG,1.86187201626993,281.0,209.0,490.0
1425,돌발/NNG,2.014267234683483,16.0,11.0,27.0
1426,조기상환/NNG,1.4868472613913604,102.0,95.0,197.0
1427,은은/NNG,1.3848087238448945,10.0,10.0,20.0
1428,연금저축/NNG,1.3848087238448945,15.0,15.0,30.0
1429,통화유통속도/NNG,10.15526397486256,22.0,3.0,25.0
1430,동료/NNG,1.3848087238448945,12.0,12.0,24.0
1431,순투자/NNG,1.3705323452485554,96.0,97.0,193.0
1432,출처/NNG,1.6571351256051876,286.0,239.0,525.0
1433,안전자산/NNG;선호/NNG,1.4173924585235975,87.0,85.0,172.0
1434,선뜻/MAG,1.6925439958104267,11.0,9.0,20.0
1435,정부정책/NNG,1.3848087238448945,137.0,137.0,274.0
1436,안전자산/NNG;선호/NNG;약화/NNG,1.4540491600371392,21.0,20.0,41.0
1437,수협/NNG,1.846411631793193,36.0,27.0,63.0
1438,전망/NNG;등급/NNG;하향/NNG,1.5107004260126122,12.0,11.0,23.0
1439,비급여/NNG,1.4913324718329632,14.0,13.0,27.0
1440,스트레스테스트/NNG,2.5588856853655657,85.0,46.0,131.0
1441,법칙/NNG,3.877464426765704,14.0,5.0,19.0
1442,효율성/NNG,1.4294799730011811,64.0,62.0,126.0
1443,전단채/NNG,1.7868499662514763,40.0,31.0,71.0
1444,바젤iii/NNG,2.261854248946661,49.0,30.0,79.0
1445,승인액/NNG,4.846830533457131,14.0,4.0,18.0
1446,취임식/NNG,4.154426171534683,15.0,5.0,20.0
1447,실직/NNG,1.9782981769212775,30.0,21.0,51.0
1448,전업/NNG,1.5952996498693184,144.0,125.0,269.0
1449,은행세/NNG,1.6995379792641887,27.0,22.0,49.0
1450,인기몰이/NNG,1.9782981769212775,10.0,7.0,17.0
1451,크라우드펀딩/NNG,29.080983200742786,21.0,1.0,22.0
1452,손실/NNG;부담/NNG,1.704379967809101,16.0,13.0,29.0
1453,플로어/NNG,1.63659212818033,13.0,11.0,24.0
1454,다소간/MAG,1.9174274637852389,36.0,26.0,62.0
1455,경제/NNG;성장률/NNG;상향/NNG,1.7310109048061182,15.0,12.0,27.0
1456,베이비부머/NNG,1.4713592690852002,17.0,16.0,33.0
1457,서두/NNG,1.7145250866651076,26.0,21.0,47.0
1458,유통비중/NNG,3.5609367184583003,18.0,7.0,25.0
1459,가격전가/NNG,3.877464426765704,14.0,5.0,19.0
1460,니어/NNG,4.500628352495907,13.0,4.0,17.0
1461,짐작/NNG,1.3848087238448945,17.0,17.0,34.0
1462,정확/MAG,1.3848087238448945,62.0,62.0,124.0
1463,gdp/NNG;호조/NNG,1.5107004260126122,12.0,11.0,23.0
1464,선거구/NNG,1.846411631793193,16.0,12.0,28.0
1465,편차/NNG,2.0195127222738045,35.0,24.0,59.0
1466,글로벌/NNG;수요/NNG;증가/NNG,1.5579098143255063,9.0,8.0,17.0
1467,전면전/NNG,1.9782981769212775,10.0,7.0,17.0
1468,반대매매/NNG,2.176127994613406,11.0,7.0,18.0
1469,호실적/NNG,1.47320077004776,50.0,47.0,97.0
1470,통화정책/NNG;긴축/NNG,1.644460359565812,19.0,16.0,35.0
1471,송유관/NNG,2.53881599371564,11.0,6.0,17.0
1472,유동성/NNG;축소/NNG,2.967447265381917,15.0,7.0,22.0
1473,금리/NNG;인하/NNG;경계/NNG,1.9782981769212775,10.0,7.0,17.0
1474,노치/NNG,1.955024080722204,24.0,17.0,41.0
1475,이루어짐/VV,3.231220355638087,14.0,6.0,20.0
1476,상승률/NNG;낮/VA,3.185060064843257,23.0,10.0,33.0
1477,gdp/NNG;부진/NNG,1.523289596229384,11.0,10.0,21.0
1478,매매수수료/NNG,1.480312773765232,31.0,29.0,60.0
1479,파란/VA,1.3848087238448945,9.0,9.0,18.0
1480,다루/VV,1.3848087238448945,20.0,20.0,40.0
1481,산업별/NNG,1.9387322133828528,21.0,15.0,36.0
1482,주식회사/NNG,1.5002094508319692,13.0,12.0,25.0
1483,평잔/NNG,3.489717984089134,63.0,25.0,88.0
1484,기은/NNG,1.90411199528673,11.0,8.0,19.0
1485,한산/NNG,1.4507519964089373,44.0,42.0,86.0
1486,대북/NNG,1.8793832680752136,38.0,28.0,66.0
1487,교역조건/NNG,1.4280839964650474,33.0,32.0,65.0
1488,예상/NNG;성장/NNG,1.3848087238448945,9.0,9.0,18.0
1489,변형/NNG,1.339155688992865,264.0,273.0,537.0
1490,자생력/NNG,1.5321288008496703,52.0,47.0,99.0
1491,완만/NNG;금리/NNG;상승/NNG,2.967447265381917,15.0,7.0,22.0
1492,환입/NNG,3.5609367184583003,36.0,14.0,50.0
1493,진균/NNG,3.442238827843023,174.0,70.0,244.0
1494,토의/NNG,1.523289596229384,11.0,10.0,21.0
1495,수출입은행/NNG,1.334144990045691,79.0,82.0,161.0
1496,자유무역협정/NNG,1.8002513409983627,13.0,10.0,23.0
1497,경제/NNG;견조/NNG;성장/NNG,2.0002792677759587,13.0,9.0,22.0
1498,특수채/NNG,1.3235970757427586,3157.0,3303.0,6460.0
1499,외화자금/NNG,1.3271083603513574,23.0,24.0,47.0
1500,기촉법/NNG,1.523289596229384,11.0,10.0,21.0
1501,신자유주의/NNG,2.1541469037587246,14.0,9.0,23.0
1502,구체/NNG,1.3023796331398412,79.0,84.0,163.0
1503,관문/NNG,1.3848087238448945,9.0,9.0,18.0
1504,국채선물시장/NNG,2.0378719288399303,259.0,176.0,435.0
1505,사업단/NNG,1.90411199528673,11.0,8.0,19.0
1506,개진/NNG,1.8464116317931925,48.0,36.0,84.0
1507,국세/NNG,1.3848087238448945,26.0,26.0,52.0
1508,흡수/NNG,1.4675962019008393,195.0,184.0,379.0
1509,환경규제/NNG,2.176127994613406,11.0,7.0,18.0
1510,수지/NNG,1.322886382534757,705.0,738.0,1443.0
1511,국고채/NNG;스프레드/NNG;축소/NNG,2.2594247599574597,62.0,38.0,100.0
1512,강국/NNG,2.0772130857673416,12.0,8.0,20.0
1513,볼드체/NNG,1.410937190332534,54.0,53.0,107.0
1514,방사능유출사태/NNG,29.080983200742786,21.0,1.0,22.0
1515,저항선/NNG,2.0641488525235223,79.0,53.0,132.0
1516,장기물/NNG;강세/NNG,1.8464116317931925,28.0,21.0,49.0
1517,해외부문/NNG,2.977338756266523,43.0,20.0,63.0
1518,재무구조/NNG;개선/NNG,1.3017202004142008,47.0,50.0,97.0
1519,드러낼/VV,2.571787629997661,13.0,7.0,20.0
1520,장단/NNG,1.681553450383086,17.0,14.0,31.0
1521,행이/NNG,1.3386484330500648,29.0,30.0,59.0
1522,방증/NNG,2.007972649575097,29.0,20.0,49.0
1523,가격/NNG;낮/VA,1.5107004260126122,12.0,11.0,23.0
1524,하락/NNG;안정/NNG,1.3078749058535113,17.0,18.0,35.0
1525,스냅/NNG,23.541748305363203,17.0,1.0,18.0
1526,무시/NNG,1.555538566510703,82.0,73.0,155.0
1527,숏커버/NNG,2.6157498117070226,34.0,18.0,52.0
1528,만기액/NNG,3.769757081577768,49.0,18.0,67.0
1529,준비금/NNG,2.157725220874603,67.0,43.0,110.0
1530,메인/VV,2.769617447689789,20.0,10.0,30.0
1531,가려져/VV,1.5579098143255063,9.0,8.0,17.0
1532,우려/NNG;하락/NNG,2.1401589368512006,17.0,11.0,28.0
1533,유형자산/NNG,1.4771293054345545,16.0,15.0,31.0
1534,국주/NNG,2.525239437599513,31.0,17.0,48.0
1535,금리재정거래/NNG,3.0465791924587684,33.0,15.0,48.0
1536,비아/NNG,2.769617447689789,12.0,6.0,18.0
1537,지원책/NNG,1.4713592690852002,34.0,32.0,66.0
1538,투기등급/NNG,1.6239123883936533,163.0,139.0,302.0
1539,바스캣/NNG,3.877464426765704,14.0,5.0,19.0
1540,구조조정기금/NNG,8.770455251017665,19.0,3.0,22.0
1541,하락/NNG;위험/NNG,1.5107004260126122,12.0,11.0,23.0
1542,매도전략/NNG,3.03993969857732,641.0,292.0,933.0
1543,자산/NNG;축소/NNG,1.5107004260126122,12.0,11.0,23.0
1544,카드업계/NNG,1.6156101778190437,14.0,12.0,26.0
1545,자산군/NNG,1.7106460706319286,42.0,34.0,76.0
1546,gdp/NNG;증가/NNG,1.8002513409983627,13.0,10.0,23.0
1547,조용/NNG,2.1541469037587246,14.0,9.0,23.0
1548,불확실성/NNG;줄/VV,1.9782981769212775,10.0,7.0,17.0
1549,무가/NNG,1.5579098143255063,9.0,8.0,17.0
1550,최상/NNG,1.731010904806118,10.0,8.0,18.0
1551,심리/NNG;안정/NNG,1.523289596229384,11.0,10.0,21.0
1552,시사점/NNG,1.6412547838161713,96.0,81.0,177.0
1553,내국/NNG,1.5386763598276605,10.0,9.0,19.0
1554,혁신기업/NNG,2.250314176247953,13.0,8.0,21.0
1555,경제매체/NNG,1.3848087238448945,10.0,10.0,20.0
1556,예상/NNG;하회/NNG,1.3137928918528488,37.0,39.0,76.0
1557,초과지준/NNG,1.3565473213174477,48.0,49.0,97.0
1558,재점검/NNG,1.3848087238448945,14.0,14.0,28.0
1559,지표/NNG;악화/NNG,1.3848087238448945,10.0,10.0,20.0
1560,중앙일보/NNG,1.3848087238448945,9.0,9.0,18.0
1561,떨치/VV,2.176127994613406,11.0,7.0,18.0
1562,올레/NNG,2.2915287216004803,139.0,84.0,223.0
1563,중요도/NNG,1.795122419798937,35.0,27.0,62.0
1564,수출/NNG;양호/NNG,3.635122900092848,21.0,8.0,29.0
